378.68758,725.68889,1.29264,0.93640,
247.92413,409.44490,1.01512,0.35161,
293.23062,557.98766,1.29039,0.79120,
241.25535,589.95850,1.69613,1.21203,
245.47455,650.88646,1.73610,1.56406,
349.69553,495.25630,1.00427,0.83565,
670.80700,818.62224,0.70081,0.60866,
207.77998,305.68711,1.08099,0.66202,
420.96427,562.11057,0.88626,0.82876,
724.52946,861.88543,0.64463,0.61750,
294.45437,426.42676,1.04861,0.82561,
216.79522,216.92955,0.03525,0.02234,
353.16543,469.98044,0.87844,0.53759,
458.05234,571.63271,0.74780,0.69877,
279.18081,357.83796,0.80245,0.30326,
662.87179,769.70168,0.59041,0.53199,
662.47510,764.79206,0.57709,0.51293,
288.99161,484.34353,1.34633,0.65884,
517.82695,598.81025,0.58099,0.52905,
650.70413,669.98845,0.24541,0.15790,
314.85828,385.67280,0.70883,0.61106,
469.39250,578.83780,0.72216,0.65155,
597.07000,729.85847,0.70329,0.65025,
240.15025,247.86818,0.25574,0.02814,
384.60070,735.40891,1.15780,1.04881,
501.17660,561.84447,0.50698,0.46811,
519.01218,544.44153,0.31705,0.21504,
591.40714,688.87308,0.59750,0.54760,
776.06221,867.27611,0.49915,0.42748,
496.75483,607.55883,0.70456,0.65054,
